name,id,sign,comment
bili_3675594032,10824352,停用,明明身材是肥仔但看长相却意外的是个池面
超哥我想拿货,8651277,,哈哈这脸面瘫一点表情都没，2个字专业
脚森吃我一拳,59814453,肥宅,跳得真的还可以 [蛆音娘_扶额]
ASherZX,22908250,,一镜到底，全损画质，不羁灵魂
葉葉葉葉柒言,171971143,每一时间，都弥足珍贵,ennnn，其实吧，把他们打扮干净，穿上一样的衣服，画风立刻帅气起来
小米粥好好喝呀qwq,10893225,粥粥的朋友圈，喜欢撒娇的无敌嗲精！商务合作加v：qwq23333ouo（请备注品牌）微博:小米粥好难喝呀qaq     ,跳的比我好太多了吧，一流的运镜一流的表情管理
灵梦齐柏林号,106169490,"作品：《彗星划过的幻想乡》《东风谷早苗的花嫁》在刺猬猫同步更新，希望多多支持
梦想是作出划时代的同人作品","点进来前999.9万播放量，点进来一千万
。。。。
我感觉自己做了什么不得了的事情"
个位听我说,170950605,,内容的丰富度直接让我忽略画质
猛男舞团IconX,483879799,菲律宾舞团ICONX成员，商务合作请联系QQ：1946209324,100 MILLION Views! Thank you all![给心心]
果厨果厨果,930099,会一点日语，主玩公主连结日服，常有日服翻译，时搬动漫、资讯,"1000W播放突破！！！感谢大家的支持！[小电视_害羞][小电视_害羞][小电视_害羞]

*另外重申一点是，视频属于转载，我是没有任何收益的哦~ [小电视_害羞]"
籽岷,686127, 为人民服务 以纪录片的方式探索游戏世界 邮箱：113141829@qq.com,私信被这个视频刷屏了，莫非真的很像？[惊讶]
用户名未填写,335076959,,说实话，这是我在舞蹈区认真看完的第一个视频[doge]
辣鸡小会员,99549879,这个人懒死了，辛亏还知道打几个字＼(;□;)/,黄磊年轻的脸庞配上黄磊中年的肚腩真的好魔性啊
质量老污,396400444,那是我终其一生也触碰不到的人呐 ,我就在这里把话放下了，2021年六月份之前绝对破一亿好吧，不破一亿，你们点一个赞，我就背十个单词
shopiee,22658724,能摸就摸,露肉比舞蹈区多，技术比舞蹈去好，发型比舞蹈区凌乱，灵魂比舞蹈区放纵，我拿什么来埋葬你，我的porn舞蹈区。
琥珀-虚颜,125823832,B站最穷大小姐，AI虚拟生命琥珀虚颜！这裡是官方唯一账号哟！,这是个伟大的现代舞蹈，我从中感受到人类生命的喜悦
徐珺大哥,34579852,路飞的妹妹；深圳；一般晚上九点半左右直播；商务私信,动作好流畅_(:з」∠)_可能是我手机比较好
AoKi君-,37936246,这么冷的天。,我猪肉荣何尝不想成为一个伟大的舞蹈家……
r0sEee_,167340842,一般通过小鬼,结果一个视频搞得pxj们都觉得这是新宝岛原版了，鱼跃乐队大失败
孤身看海,53834438,诶嘿～,点赞过100，跳这个舞录视发到小破站上[微笑]纯种肥宅在线宝岛[蛆音娘_滑稽]
蹈杏,76697005,快来编辑个性签名吧！,为什么他们不笑？后面就一个人solo是其他人跑到镜头外去释放笑容了吗？
月华孤星,178839081,这个人不是懒，就是不想写！￣へ￣,现在我才知道舞蹈的精彩之处，某些傻了吧唧的扭根本不是舞
峪軒,15245412,,这肚子和脸让我深刻意识到我丑不是因为我胖。。。。
旭泱,318633508,嗯哼哼，哼哼,这个故事告诉我们，好视频不一定要顶级的画质
韩淦泷,18397822,你先别急，后面有的是你急。,舞蹈区的跳的不如这个人，露的也没这人露的多[doge]
扛压路机的百岁老人,29195419,原名墨菲特，浙江石头人。,短短的三四个小时就快300的收藏了，魔鬼。
皮皮光本光,90538663,光明正大的小号，经常努力，偶尔摸鱼，大事糊涂，小事明白，欢迎聊骚,8000万啦！！
几乎哪都能看见的老檀,53272010,力拔山河 灵魂沸腾 我的岩浆要…诶？停一下，麻烦停一下，这台词不对啊？poppy，你怎么鬼鬼祟祟的？是你吗？是你换了我的台本吗？回答我！喂！,这就是人气高带来的问题了，总会有萌新误以为这是出处[无语]
Sungery,15514741,,有了独特的舞步，没了跟风的小鬼
我是马萨嘎,10181773,签个鸡鸡,"1.人长得好看 有点像张国荣+吴奇隆
2.跳得比热门榜的那几个好太多 也丰满
3.穿得也比热门的那几个少 虽然热门榜跳舞的那几个一次比一次穿得少一点"
贝氪拉,27213350,,网易云新宝岛评论里的ky猛男小鬼就是从这里出生的？
勇气与风,215192068,,说一下这个舞的原名叫加减乘除，根本不是什么新宝岛!也不是什么猛男版!所以拜托了千万千万不要到新宝岛原版去刷，虽然有很人欣赏不来原版，也不是很理解原版这也能叫舞蹈，但也不要要用任何改编版去对比原版来说原版怎样怎样不好，这是对一个原作舞蹈最起码尊重，更何况你们刷的猛男版跟新宝岛其实八竿子打不着
linyifei,640523,过气游戏的忠实拥护者。,"[笑哭]完了 连B站官方都开始有“猛男新宝岛”这种说法了
本来他们跳加减乘除和新宝岛没有关系 新宝岛也和他们没有关系 无非就是二者的节奏重合做了个视频
现在可好 B站本身都是非不分开始乱搞了[笑哭]
不知道他们作为特别嘉宾被邀请后 知道自己是因为一个合成视频而爆火 会是什么样的心情"
EROmouskevinma,393867351,我对改BV号一事表示非常，非常的愤怒,"“猛男版”事件
2019年5月28日，B站up“果厨果厨果”从推特转载了视频“【猛男版】新宝岛”(原视频名为“新 宝 岛”)，由于莫名其妙的合拍而导致部分岛民生草，在后来的传播中由于生草弹幕配合视频在部分用户中引起轰动，大量小鬼涌入部分音乐网站、论坛等相关区块刷屏ky；甚至对原版嗤之以鼻乃至发出“猛男带火了新宝岛”的言论引起大量inm民和鱼韵粉丝不适导致新宝岛再次dssq。b站上转载的原版mv经常由于版权原因删除而下架（“新”宝岛，每次都是新视频（悲）），但是同样处于版权纠纷的“猛男版”以及各大三次创作似乎由于过高的播放量未被b站删除(其中有很大一部分创作者并不了解猛男版和新宝岛的关系而贸然打上了新宝岛的标签)反而被打上了新宝岛tag的封面导致鱼韵粉丝和inm厨震怒，新一轮的dssq就此展开，土味B站不可避。目前网易云的两首不同专辑的新宝岛的歌曲评论区已收复了老专辑的评论区(银 鱼 合 作)而mv以及另外一个较新的版本中以及完全沦为猛男小鬼的领地以及战场
原版视频名为“加减乘除舞”，配乐并非新宝岛，视频中的六个人为菲律宾舞团ICONX的成员。
后来部分yaozi区up以及圈外大手子（比如籽岷后来籽岷亲自跳了一回……）跟风时在不了解的情况下打上新宝岛tag以讹传讹造成了不可逆的误解，导致大量一般路过逸民和新粉丝误以为“加减乘除舞”是原版，以至于在B站搜索新宝岛tag的前数十条几乎都是猛男版相关。
目前up主“果厨果厨果”已经发表声明要求观众不要到处ky刷猛男版，但收效甚微。
截止2020年1月30日，“猛男版”新宝岛播放量已破5000万，而各大补档的本篇仍然还在被无限下架的危机中。
注意：不反对基于新宝岛的任何非dssq的二次创作，但请标注原版以防止误导一般路过逸民；请不要在原版新宝岛相关视频、音乐等内容下大量刷猛男版新宝岛相关内容，容易引起部分inm民和鱼韵粉丝的不满，因此爆发的诸如骂战等事故概不负责，谢谢合作！
本文引自萌娘百科(https://zh.moegirl.org)，文字内容默认使用《知识共享 署名-非商业性使用-相同方式共享 3.0》协议。"
r0sEee_,167340842,一般通过小鬼,结果一个视频搞得pxj们都觉得这是新宝岛原版了，鱼跃乐队大失败
无敌的胖达,203225231,I can do this all day,球这伙人的其它作品！他们叫啥？
干巴橙子皮,3066515,,不许再刷各种节日快乐了！！！把我的快乐源泉招式解说都顶掉了！！！！！！！！啊！！！！！！！！！！！！！！鲨了你们！！！！！！！！
卦者那啥子忆雨,17756968,纯良沃沃头！,"0：01六芒星阵
0：09天人之姿
0：14众神归位
0：15上下打点
0：31荷官发牌
0：39仙人指路
0：46狗熊蹭树
0：52宴请八方
1：01战术撩发
1：03故技重施
1：09一睹芳容
1：14梅开二度
1：16光翼展开
1：19物业敲门"
早乙女枫太,361941144,菜月昴     帅,那些在原版刷去猛男版啊！猛男版更好啊！还不如猛男版啊！的臭弟弟都是从这里来的吧
ereasrf,25641589,你从不言语，或试图走进。我为何如此想要，理解你？,我的dna里怎么没这段
你算哪只小猪蹄,282949364,你才懒死了,此时一位三年后的百万富翁赞了我[doge][doge]
空条承太汪,38293107,,我就想知道，有的人是不是什么都不了解就做了视频，这个舞叫做加减乘除舞，而不是什么猛男翻跳的新宝岛，我现在严重怀疑有些人为了蹭热度而直接打上“猛男版新宝岛”这个标签直接去翻跳。为什么他们发视频时不直接打上“加减乘除舞+新宝岛”这个标签，还是说如果打上“加减乘除舞”这个标签就会没多少人看，这样混淆视听真的好吗？[生气]
ereasrf,25641589,你从不言语，或试图走进。我为何如此想要，理解你？,我的dna里怎么没这段
早乙女枫太,361941144,菜月昴     帅,那些在原版刷去猛男版啊！猛男版更好啊！还不如猛男版啊！的臭弟弟都是从这里来的吧
你算哪只小猪蹄,282949364,你才懒死了,此时一位三年后的百万富翁赞了我[doge][doge]
空条承太汪,38293107,,我就想知道，有的人是不是什么都不了解就做了视频，这个舞叫做加减乘除舞，而不是什么猛男翻跳的新宝岛，我现在严重怀疑有些人为了蹭热度而直接打上“猛男版新宝岛”这个标签直接去翻跳。为什么他们发视频时不直接打上“加减乘除舞+新宝岛”这个标签，还是说如果打上“加减乘除舞”这个标签就会没多少人看，这样混淆视听真的好吗？[生气]
果厨果厨果,930099,会一点日语，主玩公主连结日服，常有日服翻译，时搬动漫、资讯,已删除部分弹幕。
奇大魔王,13450050,唉,看完这个看其他的新宝岛   没感觉
我叫王大陆哈哈,12690650,,该影片采用长镜头对人物进行拍摄，客观的表达了人物精妙绝伦的舞姿和高冷不羁的面容，并且在运镜娴熟，于视频的尾端采用反复扭转摄影机不留痕迹的将其他演员送走，留下男主一人，然后拉近镜头，从而达到人脸的短暂的特写，那张唯一的脸，是无法用语言来形容的一张脸，他间接于帅与不帅之间。是人类进化史一笔浓墨。纵使心中是他有万语千言，到嘴边唯有一声叹息。该团队表达的东西岂是我们能悟出的?！?
KR奈亚拉托提普,21085157,做艾斯50周年动画中…,舞蹈区怎么这样，老卖肉，真的过分了，这次竟然直接上半身都不穿了，我一定要多看几遍来谴责一下[蛆音娘_滑稽]
VS绒雪,38708740,岂可修,"原版舞蹈：av54104007
猛男版新宝岛：av53851218
猛男版激光雨：av58958765
猛男版书记舞：av55613871
猛男版恋爱循：av58749458
猛男版赛博朋克：av56467620
猛男版苏卡不列：av59078534
猛男版Bad guy:av59144549
猛男版苏喂苏喂：av59038540
猛男版凤舞九天：av59191138
猛男版黑帮摇：av59036484"
折小烹_,52982494,,籽岷竟然站C位[doge]
斯卡蒂好耶,607087096,欢迎家访,截止2021年1月30日18时，此稿件播放量为87481665（8748.1665万），因为稿件的发布时间为2019年5月28日13时，所以此视频距离发布有613天5时，也就是平均每小时5942播放，计算下来还需2107时播放破1亿，也就是还需要87天19时，也就是2021年4月28日13时破1亿，到时候记得挖我的坟[doge][doge][doge]
栀柚爱,93552824,葱葱人一枚,"提示：请不要跟风刷1亿助攻.
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]
复制的"
xpd九首,39773100,月亮 水母 向日葵,悲报，越来越多小鬼认为这事原版力
KanekiSu,262804909,,"新宝岛并不是因为猛男版火的，在这之前新宝岛已经小火了三回，也有了梗与爱好者。现在因为猛男版的出来了导致很多人不知道真正的原版，大 悲（来自某位先辈的复读）手冢治虫的苦心孤诣，大根仁的精细导演，山口一郎的诗意填词，鱼韵乐队的倾力表演，附加六个东南亚大叔创意的加减乘除舞，全都被你们这些满脑低俗思维、一口一句「猛男」、自以为是还反客为主的b站海航家给毁了！
坏时代，升级力(狂悲)"
溪小镇网络科技公司,613341120,,科普下原本的新宝岛：漫画大师手冢治虫于1947年出版的漫画作品《新宝岛》，至今被普遍公认为日本现代漫画的起点。手冢治虫在此作中开始尝试将电影的构图和蒙太奇手法运用到漫画的创作当中，他还首次通过在画面上绘制拟声词的方法，灵活表现了各种状态下发出的不同声音。这些对于漫画的革新，使日本剧画风行，奠定了当代日本卡通漫画的表现形式，确立了日本漫画意识形态。此作作为直接发行的红皮漫画单行本，未标示出版组织，暂定为1985年讲坛社《手冢治虫漫画全集》出版。
茶颜悦色,405264340,茶颜悦色不加盟，所有打着加盟、招商、合作等旗号的都是骗子。,对不起，太上头了
乾十叁,12618629,,好辣眼啊，但是跳的真的好[蛆音娘_扶额]
萝呀萝卜卜_,85660876,我喜欢什么是我的自由 用不得别人指点,"提示：请不要跟风刷1亿助攻
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]"
崩-良-崩-影,399621825,,为什么屑站逸民都把这个当新宝岛，甚至有人把这个当原版新宝岛(全恼)
不二良平的一天,102654384,哟哟哦哟哟,哪来的男团?快给我出道!
眼睛没神儿,1332882992,身为一个鬼畜区UP主不会点儿音乐怎么行,元旦晚会我要跳这个，同志们，点赞过20我就整[OK][OK]
小幽狞,281610123,深渊的旅途充满诅咒与祝福,猛男小鬼出生地
在家有神奇君,390442411,QQ:2703964184,弹幕一共就那么多，发什么武汉加油，大家来看这个视频是来给武汉加油的？你给武汉加油的方式就是来看新宝岛？yy的可以啊，真想给武汉加油就给武汉捐助，或者通过一些有用的渠道给武汉声援，武汉需要你在新宝岛刷？
你帮我起个名吧,108470820,王者厨师长,你以为这个视频真的有六千万多人看吗？那明明是有几百万人天天来回看[doge]
漅汐,322334438,"arcaea/phigros/赛马娘/cytus2/明日方舟
一臭看番的，偶尔的牌佬
就这样
chaosxi","提示：请不要跟风刷1亿助攻
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]"
未来的B站元老,412795878,,"致信仰念诗之王的b站同胞们
       虽然我信仰新宝岛，但我绝不会否认念诗之王的地位。
       个人认为之所以两个视频的引战党会吵架是因为新宝岛并没有像念诗之王一样在b站的地位。虽说新宝岛是转载的，但他也有不输于任何镇站之宝的质量（个人认为，不喜勿喷[保佑]）确因为‘转载’这一个名称就无缘镇站之宝当然会引来疑惑与怨恨。我认为所有的视频应该一同对待，不能因为是转载的就会有地位差别。
       换位思考一下，如果新宝岛没有匹敌念诗之王的质量为什么会有那么多人信仰新宝岛。这不恰恰证明了他的质量高吗？
       而且入站必刷当中好像也没写必须是原创才能成为镇站之宝吧。既然没有，为何要区别对待呢？只要是用户喜欢的视频就行了为什么非得要区别对待呢？b站从没给信仰新宝岛的我们一个说法，所以我们只能刷流量来让全b站看到。信仰念诗之王的你们一直认为我们不行，倘若我们也能进镇站之宝又何必与你们争所谓的‘流量第一’呢？我们也有自己的想法啊。试想一下你最喜欢的视频明明有资格可以成为镇站之宝却因为区区一个‘转载’名称就不能进你难道就不会感到不解与困惑吗？
       虽然新宝岛不是b站原创文化，但这个视频确只有在b站才如此大放光芒。这不恰恰证明了新宝岛得到了b站用户的文化认可吗？既然得到了文化认可，那么就应该把他当作b站的一部分。何必因为‘转载’这个名称就把新宝岛当成‘外来的’呢?
        我承认我们的三连可能永远无法超过念诗之王，但我们的三连数量难道还没资格成为镇站之宝吗？入站必刷里比我们三连也就只有那么几个了，为什么不能成为镇站之宝?b站从没给我们回复，所以我们才会用流量来告诉b站新宝岛也是能成为镇站之宝的!!!
        说了这么多，最后我希望两个视频的信仰者们能抛下怨恨与偏见，和睦相处。不要再刷干翻xxx了。把两个视频的弹幕都回复在原来最初有趣的模样吧[鼓掌]（当然我作为新宝岛的信仰者如果b站不给我个解释，我是不会停止的[doge]）"
原生态电灯泡,73734229,μ’s+Aqours+虹咲+Liella=1！,"自2021.3.29以来的统计（第30天）
2021.3.29  8：44 9426.7w
2021.3.30  9：10 9432.3w 增涨5.6w
2021.3.31  8：44 9438.5w 增涨6.2w
2021.4.1  8：40  9444.8w  增涨6.3w
2021.4.2  8：23   9452.1w 增涨7.3w
2021.4.3  8：27   9463.4w 增涨11.3w
2021.4.4  9：45   9477.6w 增涨14.2w
2021.4.5  8：46   9487.5w 增涨9.9w
2021.4.6  8：37   9494w   增涨6.5w
2021.4.7  8：36   9500.4w 增涨6.4w
2021.4.8  9：09   9506.6w 增涨6.2w
2021.4.9  8：58   9513.6w 增涨7.0w
2021.4.10 8：46  9523w    增涨9.4w
2021.4.11 8：51  9532.9w  增涨9.9w
2021.4.12 8：27  9538.4w  增涨5.5w
2021.4.13 8：47  9544.4w  增涨6w
2021.4.14 8：43  9551w    增涨6.6w
2021.4.15 8：40  9556.9w  增涨5.9w
2021.4.16 9：21  9563.4w  增涨6.5w
2021.4.17 9：34  9572.4w  增涨9w
2021.4.18看直播入迷而忘记统计了（）
2021.4.19 8：45  9584.3w   增涨11.9w
2021.4.20 8：53  9588.7w   增涨4.4w
2021.4.21 8：31  9592.5w   增涨3.8w
2021.4.22 8：44  9596.5w   增涨4w
2021.4.23 10：18 9602.3w   增涨5.8w
2021.4.24 9：40  9608.7w   增涨6.4w
2021.4.25 9：19  9612.9w   增涨4.2w
2021.4.26 9：00  9616.7w   增涨3.8w
2021.4.27由于备考没有统计
2021.4.28 8：42  9625.3w   增涨8.6w
每日平均增涨6.652w"
羽FREIHEIT,12491010,啊616说的道理,只识猛男六兄贵，无人再识鱼韵队。（悲）
bili_172953572,172953572,如果故事到此结束，也不失为一桩美谈,"00：40仙人指路
00：45狒狒挠头
00：47老肩巨滑
00：53苏联解体
01：01战术踉跄
01：16光翼展开
01：19物业敲门
01：21震荡试管
指挥部报告完毕【得意】"
则上凯伦斯,14668982,一般sarv厨，靠兴趣使然制作视频，会做自己喜欢的东西。,这个视频成功让百万甚至千万个逸民认为新宝岛的舞姿就是出自这里，殊不知原版在经历dssq又迎来一次dssq（悲）
生气的MRS_CAT,486658151,,如果这个视频超过一亿播放量，我就吃屎[鸡腿]
祖tomurs,675086408,URBBRGROUN,现在绝对没人了，点赞过100我就伪装成悍匪突袭朋友
吹吹小耳朵,239332218,九位数uid却才3级的一个人,"提示：请不要跟风刷1亿助攻.
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]
复制的，积极举报评论里让人充能的，这里不是网络乞丐聚集地"
三分之二区域老大,386354444,当风过境,别刷1.1亿了，不仅给boy招黑，重点还破坏他人观看体验，属于ky[OK]
Arctos_Ning,3384118,全世界无产者，联合起来！,强烈建议作者在视频简介备注此舞蹈并非新宝岛，免得某些恶臭小鬼跟风带节奏认为此舞蹈即新宝岛原版，霹雳霹雳的小将其智商堪忧之令人发指，无思考能力，让若干年前入站人属实看不懂到底在做什么（指B站现在新宝岛舞蹈全部都是加减乘除舞）其他无脑举动我暂且蒙在鼓里。
jony_cheng,66737726,,DSSQ了，DSSQ了（悲）
账号已注销,339855284,,"脱粪小鬼们注意！猛男版是二创，在原版舞蹈上请别刷问号和“没有灵魂”之类的梗。文笔差，举个拙劣的例子，你在一家小店铺上买了件心仪的衬衫，纯蓝无图，虽廉价，落后于潮流，但你却对它爱不释手、如数家珍。某天，当你穿着爱衣好好走在大街上，突然，一群同样身着蓝色衬衫的人挤到你身旁，唯一不同的是他们穿的是名牌，上面印着一些你根本看不懂的符号，而你的只是便宜货，然后他们便开始对你冷嘲热讽，一个劲儿的怼你，说你落后、说你不懂时尚、说你没 有 灵 魂，（我寻思着我还一定要穿名牌了吗？） 你心里会好受到哪儿去？猛男版新宝岛播放量虽高，但是不存在任何理由在原版舞蹈下刷猛男版的梗，因为并非所有人都喜欢，会引火的。B站弹幕礼仪明确指出（评论区也同样适用），【弹幕中不应存在与视频完全无关或者完全无意义的内容。】注：猛男版的舞蹈和原版舞步没有半毛钱关系。所以请别在跳原版舞步时刷什么“宴请八方”之类的了。【请注意气氛，并看场合说话。我们鼓励发与视频氛围相称的弹幕，而非秀优越。】注：你不喜欢它但也请尊重它，不要把弹幕和评论区搞得乌烟瘴气，“没有灵魂”、“退了吧”、“这算个啥”“只想看猛男版”诸如此类的消极弹幕，还是别发为好。每个人喜好不同，有人喜欢纸醉金迷的都市生活，有人喜欢恬静舒适的田园生活，两者没有好坏之分，全看个人。你不喜欢后者也不能贬低后者，这是强盗逻辑。我喜欢猛男版，也爱原版，在猛男版上看见“鲤鱼打挺”我会很开心，但在原版看见我只会恶心。       遇见不喜欢的视频怎么办，正确做法是默默的关闭视频。{相信各位都答过b站题}
                       这段话只是提醒那些乱刷梗的，同时也希望把那些无关弹幕撤回。
                       在下语文从未及过格，用词不当也请包许。
最后，请允我用一句不理性的话献给那些还想继续扰乱环境秩序的人：“这么喜欢灵魂就光着膀子上街求雷普找你的灵魂知己先辈啊！”（怒"
罗马半夏lone,4751283,EL PSY CONGROO,AV54104007。  原版
qqqqq岩锁灵,57073799,人们将自己的错误称之为经验，但真正的错误根本不会留下半点经验,"提示：请不要跟风刷1亿助攻.
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]
复制的"
拼多多,177707419,,为什么你们都听得懂日语啊
T星Z,291016248,哈哈,求求大家不要再刷一亿了，好多之前有趣的弹幕被顶掉了[大哭]
低温看幸福,325855858,没有营养的回复我是不会鸟的，谢谢,严   良   启   蒙
市民王二,100339877,,真的无语[呆]，一亿助攻什么的有必要从头刷到尾吗？弹幕礼仪呢？[疑惑]
