name,id,sign,comment
文茄,6338200,AA漫画作者，爱好是诗词与创作。,"BBTV新闻部:
b站鬼畜志：
2015-12-01 16:25：
七武海之一OELOOP发布视频《【我是Singer】 雷军篇》正式向四皇之一伊丽莎白鼠宣战。这标志着b站鬼畜区军阀混战的开端。【参考文献：《伊丽莎白鼠时代的终结》】
2015-12-02 22:46：
四皇之一的狮子与白鼠割袍断义，并正式于《【狮子/OE】I AM GAY》中投靠OE。并称白鼠为“大言不惭之绿鼠”。得到狮子助力的OE实力大涨，颇有席卷鬼畜区之势。B站音乐区更是称之：“非OE不可解决鬼畜区军阀混战时代”【参考文献：音乐区《站在O（ji）E（lao）的身旁。】
2015-12-03 19:20：
事态正进一步恶化中，我台记者将继续持续报道。
2015-12-04 18:43：
白鼠重出江湖，以一首《【全明星Rap】黑喂狗！》反击OE与狮子的进攻。然而因匆促准备，前线阵地经常出现炮火不够的现象。因此白鼠提出了著名的鬼畜理论：存人失鬼畜，人鬼畜皆失。存鬼畜失人，人鬼畜皆存。并宣布白鼠班进行持久战，将在持久战中不断消灭oe的有生力量，来换取最终战局的胜利。——【参考文献：《白鼠照耀鬼畜》又称《鬼畜漫纪》。"
吃素的狮子,808171,发现生活，改变自己,失踪人口回归（￣▽￣）
燕怀烛,11080875,The time has come to be alive,评论里和周刊下面说质量的，我想说，B站还没哪个UP主靠粉丝可以刷出百万播放几万硬币周榜第一。。。你不爱听不代表质量不好，你也不能代表所有人，鬼畜本来也不是多主流的艺术，有人爱听爱循环就行了，反正我就是可以循环一百遍还觉得带感
可我就喜欢带刺的玫瑰,20936278,我 永 远 喜 欢 艾 露 迪,"刚看这个视频的时候好像是2015年   当时我是个小萌新  笑的不行 很开心
转眼我也是个成熟的5级会员了-.-   好快啊
不管B站变成什么样  希望大家不要忘了初心
还有啊
生活不易   希望大家都能好好的！"
我很丢人对不起,5956806,这个人懒死了,第一次看完，当时就跪了，第二次听，肾上腺素激增，正高兴着，转过头一看老师在看着我笑……
永远的MG,12279618,"MC组合粉丝群90375834  
努力做一个闻过则喜的人 
妖都苦逼程序员一枚
重度原神玩家（B服）","大致统计了一下音频部分细节的更改（肯定还有很多没听出来的，欢迎补充）
00：57 志玲最爱  
原版的“爱”与“最”未断开，且羊驼的声音稍微快了。
新版断开了“爱”，并把羊驼的声音正确卡上了节奏。
01：04  （这个星期）搞搞比利
前面的（这个星期）被弱化处理，需要带耳机才能比较清晰听出；原版此处可较容易听出。
01：50，“轻而易举死机”的“死机”似乎调小了音量，后面接的“卧槽”也随之小声了。（不确定）
02：26  rap换词了（大部分人都休息到了），但最灵魂的一句还在。
03：21  斑马的叫声收尾更加干脆（不确定）
end  加了个“2018.9.9重制”字样
其他有一些地方似乎也有做一些细微的对轨调整，但程度均不大。
总体来说，单说技术，个人感觉比之前更好了。而且现在能活下来已经是万幸，也别苛求太多了。且看且珍惜吧。"
SerinusCanaria,12750718,抱着信念前行吧！闪亮的日子会继续下去的~kira~kira~,不是新人都变成了怪物，而是怪物变成了新人2333
排骨教主,486183,排骨教主，名传千古，千秋万代，一统江湖,好听！！！！！
你喵的为什么,881479,这个人懒死了，但是写了签名,噢噢噢这个新人真是太雕了 什么!你和我说这个是四大欠王的成员!?四大欠王不是一直只有三个人吗!～(￣▽￣～)(～￣▽￣)～
瑾瑜不爱吃金鱼鱼,14137784,这人很帅，什么也没留下,就算四欠不做鬼畜了，我们也记得他们曾经的传说[小电视_赞][小电视_赞]
十里坡幽灵,36417473,,《黑喂狗》由于部分内容不符合相关规定而需要修改，离开你们也有一段时间了，可惜年代久远，想要完美恢复当年《黑喂狗》工程的可能性几乎为零，所以修改起来也十分困难。在制作重制版的过程中必须替换掉一部分我最喜欢的内容，所以重制部分有可能并不会再像原作一样精彩。但对于我而言，我做的每一个鬼畜都像是自己的孩子，《黑喂狗》是所有孩子中，我最喜欢的一个，我不忍心看着它饱经风霜，在外流浪。所以这一次，我会尽力把它带回来，哪怕它最后变了模样。(这是白鼠的原话)
只有love0,2903573,我想做一个up，我会做一个up，我…,这新人好有前途我喜欢。我跟你介绍个组织吧。叫三欠
Hero丶闪闪,11419962,,"狮鼠大法好！搞gay不起早！
有鼠玩鬼畜！有狮上白鼠！"
蒙古海军司令巴特巴彦,13806984,我本想这个冬日就去死的，可最近拿到一套鼠灰色细条纹的麻质和服，是适合夏天穿的和服，所以我还是先活到夏天吧 太宰治 先生的温柔，是我的追求,"不知从何时对鬼畜区失去了曾经的热爱，只是偶尔在鬼畜区蜻蜓一点。鬼畜区以不在当年的风光，视频50万大关也难破
今夜我点开了一个百元哥的老视频，然后一发不可收拾，一直看呀看，直到看到这里，最初的激情呀！我曾经的狂笑与欢喜！曾经引我入B站的鬼畜，你累了吗？
还能站起来吗？
                                 2017 8月由感而发"
文茄,6338200,AA漫画作者，爱好是诗词与创作。,"BBTV新闻部:
b站鬼畜志：
2015-12-01 16:25：
七武海之一OELOOP发布视频《【我是Singer】 雷军篇》正式向四皇之一伊丽莎白鼠宣战。这标志着b站鬼畜区军阀混战的开端。【参考文献：《伊丽莎白鼠时代的终结》】
2015-12-02 22:46：
四皇之一的狮子与白鼠割袍断义，并正式于《【狮子/OE】I AM GAY》中投靠OE。并称白鼠为“大言不惭之绿鼠”。得到狮子助力的OE实力大涨，颇有席卷鬼畜区之势。B站音乐区更是称之：“非OE不可解决鬼畜区军阀混战时代”【参考文献：音乐区《站在O（ji）E（lao）的身旁。】
2015-12-03 19:20：
事态正进一步恶化中，我台记者将继续持续报道。
2015-12-04 18:43：
白鼠重出江湖，以一首《【全明星Rap】黑喂狗！》反击OE与狮子的进攻。然而因匆促准备，前线阵地经常出现炮火不够的现象。因此白鼠提出了著名的鬼畜理论：存人失鬼畜，人鬼畜皆失。存鬼畜失人，人鬼畜皆存。并宣布白鼠班进行持久战，将在持久战中不断消灭oe的有生力量，来换取最终战局的胜利。——【参考文献：《白鼠照耀鬼畜》又称《鬼畜漫纪》。"
捕捉一条鱼,13915178,什么都不会,点两下右边的手指头会取消赞哦ˊ_>ˋ助攻
HerbertMarcuse,6742,很傻很天真,"我什么时候成德国友善口技者了，明明是gangster。ya,沙滩"
我与春风皆过客520,66749880,没有个性，哪来的签名,up主你好，我是你的忠实粉丝，关注你已经很久很久了，听说你有一个粉丝群，于是就非常想加进去看一看，可是你的群已经满了，那个，可以麻烦你退一下群吗
瞳茗丶,6142519,太有个性不予显示。,"哪位好人能告诉我混电音的那块bgm?如果是白鼠自己做的话  求传一个。
帮忙顶下  让肉便鼠看到。。。感激不尽。（/TДT)/"
伟大的琪琪,19582798,桐梓坡卫校的研究生，老腊肉了。,白鼠竟然是住我楼上的直系学长，知道真相得太晚了。
西式独立,3614742,这个号6级了，懒得升了,倒不是说别的，白鼠的鬼畜实力确实高出其他一筹，这也是一种天赋
塑血先生,13419821,好,以前我们班有一个很牛逼的人，把它下载了之后，趁老师不在，插着U盘，公堂之上放这个，当时大家看得都贼嗨，后来我们经常放这个鬼畜，大家几乎都快把台词都背下来了，不过现在，大家都毕业了，在我们原来班级的电脑里，是否还留着这个鬼畜呢，如果有的话，是否还会有人点开它呢，我是希望还存在的并有人发现他的，不过，那些事情，已经是留给我们后一届人的故事了吧（￣▽￣）我以前那个班，真是，好的不得了。
老诚子,187452483,,我有四杯酒，一杯敬王宝强，一杯敬陈羽凡，一杯敬贾乃亮，最后一杯敬不赞的人
喵喵喵喵喵duang,15666838,喵,如果国家禁止了鬼畜 我会将把这些视频下载留给子孙 告诉他们我们曾经有如此伟大的艺术形式出现过
黑山羊子,4330191,才能也是会开出花的,白鼠现在粉丝已经突破100w，是台军人数的3.5倍，韩军人数2倍，日军的5倍，越军的2倍，菲军的9.5倍，是蒙军的50倍如果这100w粉丝中有一半是成年人且有工作，那么按我国现有标准看是一个月5000.出去消费纯收入为3000，也就是一个月为3000X500000=1500000000，一年则为1500000000X12=18000000000元也就是180个亿接近30亿美元，相当于蒙古国3年的收入。
没有硬币了OVO,160903322,,"二月

男人去看了一场篮球赛

他对篮球不感兴趣

只是来见一个人

整场下来，却不见那个人自由的身影

他拿出照片询问路人

“科比啊，已经退役了啊”
   ...........


比赛的散场后


往往很落寞。


                                三月三日

约定的日子到了

上帝如约而至，它望着这位男人

男人眼中的决心已消逝了

“怎么，对世间已经失望了？”上帝问道

男人摇了摇头

“ass we can ”

上帝懂了，那是为了那个男人对朋友的牵挂

“看来你的朋友过的都很好啊，你也应该没有遗憾了吧。我们，该走了”

—————————————————————
                     

                    二零一八年三月三日

那个被称为比利王的男人走了
在他的葬礼上

他的哲学朋友们都来了

     van穿着皮革强忍着泪
手里攥着好不容易和编剧谈好的剧本

《比利海灵顿的故事》

那是他想送给比利的礼物


魔男擦拭着眼泪，想起了和这位王最后的合影

那张珍贵的照片一直被他小心翼翼放在桌子上


山顶上的小屋，升起了袅袅烟云


木吉开着一辆帅气的摩托

他将比赛赢来的所有钱买了一辆新的摩托
但却不是买给自己

他记得
比利王最喜欢开摩托车的

伴着葬礼的哀曲，自由香蕉君含着泪却面带微笑地

跳了一段舞蹈

是比利王教给他的第一个舞蹈
退役后每天他都在练习

—————————————————————
这些，可能比利王看不到了
 
也可能早就看到了

哲学从没有被忘记

他在每个哲学家的心中

等到我们长大

偶然提起，依然能想到那个给我们欢乐的身影


比利王，从不会被忘记"
王源给丁真发了根烟,140309195,--,"他妈 要 爆炸啦
小心友军 火箭炮
把上铺内裤 压住
干掉你丫 的 狙击手
卧 槽 你 龟 儿 子
我 j j 中弹 啦啦啦啦
汪 王王 八 蛋
友军 他 娘 的 打 飞 机
啊♂
打了漂亮 谢了一身
小心友军 机枪手
嘿 快食我 大 雕
不 不行 不行啦
草，草  草   他 妈 的快停火
傻 -逼 打的 是友军
我向你大爷 前冲
我需要碰撞！"
全世界都在用的APP,389134717,,↓你的寒假天数
果橙桑GuoJu,85483664,"学生党，不定期更新视频。不定时直播
",谁知道撑起半个鬼畜区的大佬，是坐在办公室里那位无声的白衣少年
端木瞳雨丶,175981807,"我们总是在寻找一个理由去逃避。
愿你我皆有美好的未来。","给疑惑的人。
哪里改了？
2:00的c你改为炒你。
2:26的战地改为全明星（只保留“我需要碰撞”）
视频结局的广告移除。
为什么改？
因为粗鄙之语，被央视点名，被迫删除。
战地4是反华游戏（听说的）

别问了！白鼠也是迫不得已，回来了就好，不要太挑剔。"
Sederio,5859507,嘛,点赞是负数是什么鬼→_→
#NAME?,36743102,自娱自乐，屯点东西。,华农兄弟:这有一只白鼠长期不更新，不如我们......
Clear7ove,327050881,下路一直叫我去我怎么去啊,怀念老版的，立个碑
阳神不是正常人,14402117,当时明月在，曾照彩云归,不是新人是怪物，而是怪物装新人
夏目時雨なつめしぐれ,234404050,,"这一天，变了
斯大林没有人再喂了
韩大狗再也不会打了个蛋
七万个嫂夫人没法再去biu了
河北省不再有那个熟悉的身影
那两支铅笔，躺在地图上的两支铅笔
终究是没有摔断
但是他
愤怒了一次又一次
最后却真的把自己气死了
我们再也不能挤在一起分析战局
再也不能见到他神一般的颤抖
再也不能看到他颤颤巍巍摘下眼镜解除封印
再也不能看着别人幸灾乐祸地走出去，而我们三个却要提心吊胆地等待挨训
为什么今天，我才明白
那段时光，是多么的美好啊
为什么
我们三个，是多么渴望元首再愤怒一次，再骂我们一次啊
可我们知道
那一天
那一个人
那一段时光
已然如尘埃散落星河
一去不复返

转的"
我家有一只可爱的兔几,116428144,没有永恒的友情，只有无情的背叛,快视频要成为第二个b站了，我们叫它2B，英文名字是second bilibili，简称SB
擦日历上了,10088367,,白鼠下回这种广告麻烦多做好吗？！
_比利海灵顿,52783546,你很有想法，跟我一起学摔跤吧。,现在上热评还来得及吗？(￣3￣)
47记事簿,11234738,,我只能说，新人是怪物╮(￣▽￣)╭
管他的分开后,12622170,,为什么感觉“我需要碰撞”是白鼠自己喊的？
-GANZ-,244178935,GANZ!,2015–12–4，白鼠预言到卢姥爷开挂，并发了这个视频，结果也上了央视[蛆音娘_滑稽]
浮生苦茶,3242741,"明年芳草绿，故人不同看！
人间璀璨
多少姓名化星辰，星辰照来路","白鼠于2015年12月4日18时46分发微博“我好想收到一些关于【白鼠再不投稿我就XXX】的私信或者评论啊！”
狮子于2015年12月4日18时57分转发白鼠微博并放出狠话“白鼠再不投稿我就要和吔总会轮流发生关系了”
现在是当天19时25分，白鼠已投稿。
怎么样，糖还吃得开心吗？w"
wind光易,31703907,沙雕,"先♂王创业未半而中道崩殂， 今天下♂邪蕉当道， 哲学疲弊， 此危急存亡之秋也。 然哲学♂之臣不懈于内， van様之士忘身于外者， 盖追先王之殊♂遇， 欲效于幻想乡也。 诚宜开张圣听， 以光先♂王♂遗德，怒涛♂男魂， 恢弘哲学♂之息， 以传哲学之路也
                                                   王之♂信徒


2013开学，马航失踪了
2014开学，天津爆炸了
2015开学，台湾地震了
2016开学，宝强离婚了
2017开学，九寨沟地震了
2018开学，比利王死了
开学害人不浅啊


小时候，

哲学是一块小小的屏幕，

我在这一头，

木吉在那一头。

长大后，

哲学是一句小小的FA♂Q，

我在这头，

VAN在那头。

后来啊，

哲学是一场热辣的舞蹈，

我在这一头，

香蕉君在那一头。

而现在，

哲学是一座矮矮的坟墓，

我在外头，

王，在里头。（转载）


木吉鬼步今又响♂
转身不见比利王♂
森之妖精随风去♂
世间再无幻想乡♂"
寒露Healose,44511048,,他妈要 爆炸啦，小心友军 火箭炮，把上铺内裤 压住，干掉你丫的 狙击手，卧槽你 ***，我JJ中弹啦！汪汪汪 ***，友军**打飞机 啊，打了漂亮 泄了一身，小心友军 机枪手，快食我 大雕，不！不行！不行啦！快停火，傻X打的是友军，我向你大爷 前冲，我需要碰撞。
阿易易易哇,9561587,不发歌了，发一些怀旧游戏实况,"这个星期
搞搞比利
搞完比利搞大林
可能会出现
两军阵前王司徒
没有丁丁
每天早上只穿内裤
我练功发自真心
跟我一起 搞搞比利
搞搞比利
Here we go
（德国boy的B-Box时间）
我记得我在放屁的时候
人群当中忽然钻出了一个光头
他说他妈比的
放学别走
你放屁那么臭
肯定是个单身狗
哈哈哈哈哈哈哈
朕有左手跟右手
一左一右
像朕的男朋友
朕还可以两军阵前天天*狗
汪
住口我会让你吃不了兜着走
嗨
你也是钙
志玲最爱
I’m 钙！
I’m fine！
It’s my life
Don’t waste your time
赶快跟我谈恋爱
我不会就这样轻易地狗带
搞搞比利
搞完比利搞大林
我一看
两军阵前王司徒
没有丁丁
每天早上只穿内裤
我练功发自真心
跟我一起 搞搞比利
艾斯比 在哪里
黑喂狗
搞搞比利 搞搞比利
骑着摩的 搞搞比利
搞搞比利 搞搞比利
骑着摩的 搞搞比利
听说你上午打游戏
我下午装个比
看
你的林志玲正在非常流畅的漏气
我还打力摸过蔡依林
一定很刺激
然后我大屁股裂了
轻而易举死机
卧槽 有人骂我
一定不会打飞机
哟！想让我生气失去自信
so 我刻苦的练习三字经
没想到
就这样轻易的提前射X
我要槽内（槽内）
我庙堂之上倒戈御甲槽内（槽内）
如何比得上两军阵前槽内（槽内）
你看什么看加我QQ啵嘴（啵嘴）
这个星期
搞搞比利
搞完比利搞大林
可能会出现
两军阵前王司徒
没有丁丁
每天早上只穿内裤
我练功发自真心
跟我一起 搞搞比利 搞搞比利
Here we
嗝
他妈要爆炸啦
小心友军 火箭炮
把上铺内裤 压住
干你Y的 狙击手
卧槽 你龟儿子
我JJ中弹啦~啦~啦~啦~
汪 王王八蛋
友军 他娘打飞机 啊
打了漂亮 谢了一身
小心友军 机枪手
嘿！快食我大雕
不！不行！
艹他妈的 快停火
***打的是 友军
我向你大爷 前冲
我需要碰撞！！
漫候今夜搞gay
朕的children拜他所赐搞gay
今后朕每天搞gay
baby速度加快
骑着骑着摩的搞gay
汪涵！
如果你不和我搞gay 哟！
我们就跟你慢慢
嘿 嘿 嘿
跟我一起
搞搞比利
搞完比利搞大林
我一看
两军阵前王司徒
没有丁丁
每天早上只穿内裤
我练功发自真心
跟我一起 搞搞比利
搞搞比利
黑喂狗 狗 狗"
迪奥布兰度___,237249003,我不做人啦！JOJO！！！,看到逗鱼时刻300期的黑喂狗，突然想回来再听一遍
9竹林七贤,202637828,目前高二,"重置原因如下：
视频某部分加入了战地4的元素
2013年12月11日，《中国国防报》批评《战地4》抹黑中国。《中国国防报》刊登文章选取《战地4》中编造中国邪恶侵略的剧情作为案列，谴责国外游戏肆意丑化和抹黑中国。表示中国应该要发出自己的声音打造彰显良好国家形象的文化产品。
2013年12月26日，文化部发布通知称《战地4》是一款违法游戏，含有危害国家安全的内容，是一种文化侵略。所有有关《战地4》相关提供下载、攻略、补丁、新闻等要求在24小时内删除。
——转百度百科"
誓言如幸福摩天轮,16243005,这个人懒死了，什么都不想写┐（─__─）┌,"第一次笑着看入坑鬼畜
第二次鬼畜老人都不见苦笑看着回味
第三次看啊，我都不看鬼畜很久了，被顶上来就哭着看吧
伦鬼畜的兴衰，现在就只有♂螳螂♂短裙♂顶着天的了[小电视_哭泣]"
Mu沐心,8319748,江湖再见,我作证！白鼠真的是新人呐！o(*≧▽≦)ツ┏━┓拍桌狂笑
五级水军两元一条,23154008,膨胀,"TM要爆炸啦
小心友军火箭炮
把上铺内裤压住
干掉你丫的狙击手
卧卧槽你***
我鸡鸡中弹了
汪汪汪***
友军**打飞机 啊~
打得漂亮
谢了一身
小心友军机枪手
快食我大雕
不，不行，不行啦
草草草草TMD快停火
**打的是友军
我草泥大爷前冲
我需要碰撞！！"
鬞壌醃,385441020,装死ing……,"真正的镇站之宝啊
这不比影流之主那些的更有纪念意义？
（没有踩一捧一，只是觉得有些刚进来的用户在影流之主那里刷镇站之宝让我感到有些不适）"
骑士王想要读懂人心,321839035,,"白竹鼠慢悠悠的在鼠舍外面走，旺财路过的时候摇了摇尾巴，心想：“这是皇上身边的红人，不能得罪，不能得罪！”
送终鸡突然打鸣，把小白吓了一跳，小白抽噎着找华农兄弟理论！
华农兄弟站在送终鸡面前：“你中暑了！”
送终鸡：“这才早上呢？？？”
送终鸡卒！"
非法字负,151079337,,小破站变成了大站，再也没办法从那些个条条框框的缝隙中穿过去了，说不出是好是坏。
卡面来打RyuKi,6384209,,没有狄仁杰，不客气
Qkenfcu,1599979504,,白鼠一更新，以前的视频看的人也多了[笑哭]
账号已注销,272022166,,从这个视频发布已经有了814天了【再加一个小时】，一共是48841小时【零头不算】，以1325.6万的播放量来算，每小时都有约271人看这个视频，所以每分钟约是四个半人看这个视频（￣▽￣）
闪光板鸭,177330357,,"以前，B站是一个小影棚
女装和hentai在这头，摄影师灯光师在那头
现在，B站是一个火车站
陈独秀在这头，橘子在那头。"
hanser的拖延症,366482410,墓志铭太短，人生太长,"有人还记得四大欠王吗？
伊丽莎白鼠，吃素的狮子，A路人，痒局长。
他们并短裙、螳螂等一众前辈，我称他们为“鬼畜区的最初模样”。
鬼畜区最初是什么模样？
我记不清了，只记得哲学，8848，用脚蹬水，葛平，蓝蓝路等一众词汇。
总而言之，乱，但是乱得让人民喜闻乐见。
那时候的鬼畜区up主，确乎不觉得自己是开荒者，他们抱着单纯的心态来，然后有些留下，有些离开，仅此而已。
后来呢？
我也记不清了。
2018年被许多人成为鬼畜复兴的年份，鬼畜区播放量频出新高，改革春风吹遍大江南北，俨然一副欣欣向荣景象。
那么我给大家形容一下这类作品吧：以调音为主体，网络当红歌曲为背景，填词风趣，结合实事。怎么样？除了人物形象仍是鬼畜明星，其他与v家翻唱有何区别？
放在三年前，多数人听到鬼畜都会红着脸躲避，只有我这种硬核小伙子乐在其中。现在呢？没听过几首鬼畜作品，都不好意思说自己在网上冲浪。
我不做过多评价了，以四欠的现状做结吧。
路人彻底转战翻唱区，同时还保留了洋屁教室的优良传统，与囧菌、kb合作频繁。
狮子也彻底转战生活区，立志创业，弹幕满屏都是“林家奇大帅比”，再没有鬼畜区的影子。
局长住在游戏直播，混在生活区，但幸好没有忘记鬼畜，作品依然保持了一定水准，可喜可贺，可喜可贺。

但是白鼠，也只有白鼠。作品一次次被整改，b站越来越shzy的审核一次次刁难，三次元的事一次次施压，却始终不改签名里的那句“一个热爱鬼畜的普通人”。
他不再是鬼畜区的皇帝，他也不再成为鬼畜区的标杆。
他像一个殉道者。"
锦龟子,31986350,,你们在远古视频刷武汉加油和钉钉的弹幕是为了什么？？？刷武汉加油在现代视频里不好吗？
元白---0,294655256,天苍苍     野茫茫                 ,"“你认识苍井空吗？”
“不认识。”
“你认识小泽玛利亚吗？”
“不认识。”
“你认识白鼠么？”
“什么？他也干这个了！"
Jutlands,248597920,哦乎~,"有没有人听出这个
志林最爱这句话中的爱在原版是和张杰的叫声重合的。
但是这个版本张杰的叫接得玩了一点，没有和爱字重合。

可能白鼠的真爱粉都发现了吧。[小电视_赞]"
Celluloid-,286230713,又来看我了？,四年级就知道鬼畜了一直看到现在大一，见证了B站发家的鬼畜区被各种排斥真的很无语，B站风气也是越来越差了各种饭圈各种无脑各种…挺怀念以前的B站的[黄绿合战_蓝蓝路]
旋转乌龟咖喱猫,45370068,,"原版(复制)
没有我诸葛琴魔不会的曲子
这个星期 搞搞比利
搞完比利 搞大林
可能会出现
两军阵前 王司徒没有丁丁
每天早上只穿内裤
我练功发自真心
跟我一起搞搞比利
搞搞比列
黑喂狗~
（德国boy B-BOX 起~）
我记得我在放屁的时候
人群当中忽然窜出来一个光头
他说 他吗B的
放学别走
你放屁这么臭 
肯定是个单身狗
哈哈哈哈哈哈哈
朕有左手跟右手 
一左一右
像朕的男朋友
朕还可以两军阵前天天曰狗
汪 住口
我会让你吃不了兜着走
噢？
你们是个 志玲最爱 （咩~）
I 'm 钙！
I 'm fine！
it 's my life！
Don 't waste your time 
赶快跟我谈恋爱
我不会就这样轻易的狗带
（前奏重复就过啦）
（参见污妖王~）
听说你上午打游戏
我下午装个B
看！你的林志玲在非常流畅的漏气
我还大力摸过蔡依林
一定很刺激
然后我打屁股裂了
轻而易举死机
wc 有人骂我
一定不会打飞机
呦！想让我生气失去自信
so 我刻苦的练习三字经
没想到
就这样的轻易的提前射x
（这里过哈，重复走一遍~）
这里！！！
前方核能！！！
枪声为令！赶快撤退！快跑！！！
他吗要 爆炸了
小心友军火箭炮
把上铺内裤压住
一干掉你丫的狙击手
wc 你***
我JJ中弹啦
***友军榻酿打飞机
打的漂亮
**一身
小心友军机枪手
快食我大雕
不 不行啦
Ctm的快停火 
沙币打的是友军
我向你大爷向前冲

我需要碰撞！！！"
钢の弹,68496663,离线请留言,这几天在华农兄弟那过得好吗？
Yd幻想,66938702,"本人q:3195649140。
Yd的蕉~流群:892239857。
整整阴间配件做做搞笑解说，喜欢记得点个关注哦（每周尽量4更以上)",我6年级时听了这首歌，如今我已上初三。才发现，这是鬼畜。。。
Negeo,178683628,你在看着我对吧,"什么？改版了？
大家：辣鸡**
只有我：明明是双♂份的快乐啊！"
账号已注销,259370453,,"分享歌词：
here we 嗝~，他妈要 爆炸啦，小心友军 火箭炮，把上铺内裤 压住，干掉你丫的 狙击手，卧槽你 ***，我JJ中弹啦！汪汪汪 ***，友军**打飞机 啊，打了漂亮 泄了一身，小心友军 机枪手，快食我 大雕，不！不行！不行啦！快停火，傻X打的是友军，我向你大爷 前冲，我需要碰撞！！！！"
艾思猹扣,42476927,不是抽奖号，胜似抽奖号，就是抽奖号,当你看到15年的投稿出现卢老爷。。？？？？？？？
LENivayaAya,52838049,不可能中奖的，中奖直播吃键盘,神啊，我要成为全b站获赞最多的评论！
凛とした霜,241744749,绝望终焉，即是希望,真的泪目了，以前的鬼畜好有内味，心理都年轻了几年[委屈][委屈]
爱吃辣椒炒肉的小羊,313535931,,还是喜欢鬼畜原来的样子，梦回初三
啊鲁机__撒嘛,83475676,公主连结国服咸鱼玩家一枚~~,2021.07.13晚11点    记录b站服务器崩溃瞬间
655421000,226862558,????????,女大十一变女大十一变女大十一变女大十一变女大十一变女大十一变女大十一变一十大女变一十大女变一十大女变一十大女变一十大女变一十大女变一十大女变一十大女变一十大女变，看起来弯的吗？点赞会变直哟！
我是小傻B,9989035,1,每次白鼠出新视频  都要从头到尾复习一遍之前的视频[doge]
