name,id,sign,comment
西边的太阳出来了,689600131,,你按时间看评论的样子很狼狈[doge]
歪小硕V,2116245077,希望学业有成！！！,已经背下来的点个赞呗[魔法学院_giegie][魔法学院_giegie]
十一肽,381764167,努力整出更多更多的烂活，感谢你的支持，等我再考一年,这个鬼畜真的是神中神
小懵币,170002947,18岁青春期大学生qq:2360979624做爱做的事,马上一个亿xdm加油！
_Puru_,7081772,,啥时候影院重映一遍，现在能看懂的人比之前多了去了
被刀且免疫,369526897,,不会吧，这都22年六月了还有人看[doge]
躺在家里等天降的debu,40102366,Acid_Peach也许有一天会变甜，但现在它是酸的。,希望有生之年能看到此作品播放量破亿[热词系列_吹爆]
海洗涤我的灵魂与罪恶,117255828,成为黑暗中的萤火虫，献出我这一丝微不足道的光芒，让人眼前一亮,每次都有几百人正在看
明日香的笨蛋,628795061,明日香是我的！,2020年7月20日，我第一次看到这个视频只是认为是个普通的鬼畜视频，现在，这是神
明日香的笨蛋,628795061,明日香是我的！,2020年7月20日，我第一次看到这个视频只是认为是个普通的鬼畜视频，现在，这是神
脱节选手_,14929846,,"每当另一个相关的鬼畜火起来的时候，这个视频就又会火一遍。
二创 高，观众 硬，up   又高又硬"
子非猫_,1116513247,你的愿望是面包加果酱吗,这部电影节奏真的太好了，本来这种电影完全没兴趣的人，看了一点直接看完了，简直可以说完美的影视作品
星琪QAQ,27311649,流星划过天空，来不及许下一个愿望。,6千多万播放只有4.7万条评论，V圈随便一点P事就能车几十万评论
临渊LD,474179884,男女平等。,看了评论，发现很多人就没看明白。六子死后上坟那段，视角是不是变了？变成了六子的视角，就是说看电影的我们都是六子。一群麻匪说要给六子报仇，但是其实争的都是自己的利益，六子早就被忘到脑后了。电影的最后，其实黄四郎并没有死，他用鹅城和财产换了命，坐火车走了，死的只不过是替身。这个电影没有办法摊白了讲，容易FBI敲门
账号已注销,1121275065,,提前8千万庆祝[doge]
游荡躯壳,12582795,ovo,好家伙之前庆祝5000w感觉都没过去多久啊[笑哭]
江东阳光白无常,476168007,,打卡七千八百万播放量，播放量破亿后如果看见麻烦踢我下[藏狐][藏狐]
暗璨雨,436041432,躺平~,砸了你们，砸了！萌新都知道，不白嫖up主视频，这么多人，发评论区里，当着up主的面白嫖，还让他看！啊呸！恶心，我都投个币！这种事你们可以偷偷的做嘛，偷偷的，哪怕点赞呢？花不了多少时间，哪怕白嫖了不声张，简直就是土匪，土匪都不如！还说白嫖好爽，就是一句话，恶心！up主更新是指望不上啦！恶心，恶心啊，恶心！呕，太恶心了！[doge][doge][doge][doge]
离不开奶瓶的孙馨,249187765,中华人民共和国黑龙江省佳木斯市桦南县单身汪。,这才是鬼畜[大笑]看看前段时间那些马保国都是啥玩意
绝對理性,383014838,愿世界真诚以待,"所以说，疯猴真的牛逼！
他总能创造一些爆红bgm。
改革春风吹满地也是他编的曲。"
zachmvp,14265088,,都回来了都回来了，b站类似视频的点击量和回复越来多，人民万岁！
You_yun,34282529,There are long roads ahead.I will explore all fronts in searth of the destination.,好！好久没见这么高质量的视频了！[支持]
VPN_Plus,252184843,,好家伙，截止到2021年12月底，这播放量都直逼让子弹飞了，鬼畜六千万播放量，原片七千万播放量
星灵神族max1,33225991,为艾尔而战,得想办法让姜文看到这个视频[妙啊]
Ihr-licht,180806776,"纵使文章惊海内，纸上苍生而已。

——龚自珍《金缕曲· 癸酉秋出都述怀有赋》",21年了，还是tm的公平！[打call][打call]
王德发呀王德发,394485625,今天不学习，明天变辣鸡,播放量比电影都高[doge]
A-sphyxia_,662025072,保持热爱，奔赴山海！,这播放量怎么都比原片高了[doge]
贾老师您好,476916706,第三届世界文言文阅读理解大赛非洲总冠军????,其实导演当年就是冲这个视频才拍的电影[辣眼睛]
Wayaya,7749413,,"谈过恋爱吗?

没有。

我告诉你,想谈恋爱,得巧立名目,拉拢她的闺蜜,给她买礼物,把她当爷儿供着，要是她同意了，你们俩结婚后，她的钱你分文不取，要把你赚的钱三七分成。

怎么才七成啊?

七成是人家的,能得三成还得看人家的脸色。

谁的脸色?

她。

她?我那么辛苦泡到了她,就是为了看她的脸色?

对。

我好不容易赚了点钱，活出了个样子

对。

我还要拉拢她的闺蜜？

对。

还要巧立名目。

对了。

还要看她的脸色。

对。

我不成了跪着要饭的吗?

那你要这样说,花钱谈恋爱还真就是跪着要饭的。就这,多少人想跪还没这门子呢!

我问问你,我为什么要单身那么多年？

不知道。

我就是腿脚不利索,跪不下去。

原来你是想站着活着,那还是继续单身吧！

哎?这我就不明白了,我已经混的有头有脸想谈恋爱了,怎么还不如一个单身汪呢？

普通人眼里,你是有头有脸,可是在你追求的人眼里,你就是跪着要饭的,恋爱嘛,追别人,不寒碜。

寒碜，很他妈寒碜。

那你是想站着当单身狗,还是想谈恋爱?

我是想站着,还把恋爱谈了！

谈不成。

谈不成?

谈不成"
真没有哦,1405697620,,有多少兄弟背出来了[热词系列_再来亿遍]
和欢欢青梅竹马,443205350,,昨天看了电影 再看看这个视频，都让我叹为观止
只补塔刀别越了,14190276,,什么叫不公平？不公平就是我看了十几遍视频了，才投了两个币[doge]
wsh夏,2030475846,pb7602 退游自闭人勿扰 qq群没退是因为有朋友 以后我再碰皇室战争一次我就是啥比,子弹飞还是不飞不是取决于手枪在哪儿 而是取决于子弹的质量以及各种因素 所以有些子弹飞着飞着就停不下来了
费埃诺之火,74442308,觉得脚下的路不好那就去有地毯的地方,别说看子弹飞了我连枪响都没听过
Velpro_____,409650617,业精于勤荒于嬉,要是你这个视频是《让子弹飞》原片，我应该给你200个币，可惜你TM只是个剪辑视频，我只能给你100个币，现在我200个币给完了，你还我100个！[doge]
悟人君,45437897,,还差300多万就超过原片了[doge]
筱然的飒飒,18804579,"许仙样貌未变心已不在是许宣那般勇敢
小白外貌不在度过几般轮回心依然深爱小青
重要的，是心(我总感觉所谓“法海“就是编剧本人，故意的整这出，)","《让子弹飞》5831w播放
《敢杀我的马》5571w
就想知道啥时候超过原作[doge]"
萧遥若仙,400743635,浮生一刹，万般皆舍。,B站的新用户们，你们好啊。如果你们初来B站，有不懂的地方，可以点我的头像，进我的空间，然后点击“投稿—专栏”，我制作了5篇《B站手机版新用户教程》应该可以帮助你们[打call][打call][打call]
青洋啊,65215168,,原来我并不是不喜欢鬼畜 只是没碰到这样的高质量鬼畜而已
阿沧在此,369015820,一只叫阿沧的皮卡丘在此，凑合的声音，丑恶的颜值，变态的灵魂，嘿嘿嘿,"“你亲眼看见了？”
“我亲眼看见了。”
“你亲眼看见up主亲自带头投币？”
“我亲眼看见了。”
“你亲眼看见up主亲自带头一键三连？”
“我亲眼看见了。”
“他投的是几个？”
“两个。”
“好极了。（响指）今晚不白嫖，投币。”
“投谁的视频？”
“这个做鬼畜的up主。”
“看这个up主的视频不用投币，您等着观众白嫖吧。”
“回来，全给我投了。”
（纷纷点赞投币加收藏）
“这次一定，一键三连。听着，多么顺耳。”[doge][doge][doge][doge]"
末凋异龙之息,44608723,长大后梦想是一个小小的台阶，不死人在下头，杰洛特在上头。,前面开头高级弹幕里面混进去一个仙人掌来了[蛆音娘_大笑]
憨憨239,519649699,,一天不听睡不着，听了睡不着一天[妙啊]
巴戈的狗,390293190,,没有捡币啊
佛本是道天,334679899,,B站到现在为止，混音做的最好的鬼畜之一，实至名归
bilbil白给狐,349725183,臭打FPS游戏的，如有商务合作加Q：3559046746,哦呼w是个生活在蓝星上且极其危险的生物，他通常会做一些鬼畜视频来洗脑他的猎物，从而给他三连[tv_doge][doge]
老师好我叫大猛孑,1588031086,纯纯牛马,这个视频无论什么时候都有人在看
白给才是快乐,511498160,a8a8,别把打卡刷弹幕里啊[捂脸]
莜子璇,446156762,你的脑袋里在想什么,一年了，五千万播放量[tv_点赞]
笑面虎岑,35276597,冰原的白鸟座，名为冰河的少年，永远活在温柔而善良的理想乡里。,这个做的太优秀了，洗脑 一年了 我都忘不了
SS这个秦皇岛人,414782493,基诺热六姐,"女篮出线了
青天就有了"
潘帕斯雄鹰琛,1195059451,,惊喜就是这个视频一年播放量就超过了5000万
浮园fuyuan,362953686,交流群看动态置顶，新建的群好像直接搜索不到。,这视频用了一年，达到了4973万，过些年是不是能冲击一下上亿呀？
隔壁鹿头,57051444,"文化沙漠少年！努力吧！
",一天不看个几十遍就觉得缺了点东西  兄弟们 照这个速度下去5000w播放量不成问题
请输入新尼陈,1148476063,无,达成成就 班主任的课上全班看让子弹飞[doge][妙啊][妙啊]
帅的尤其,313560739,老白嫖了,就离谱，鬼畜比原作观看数还多
两仪式式式式,106447958,哪来的烂人离我远点,今天上午考试满脑子tm的什么叫tm的惊喜[难过][难过][难过]
desolo_,36872339,六根清净(ノ=Д=)ノ┻━┻,这视频播放量比电影还高[藏狐][藏狐]
养猫的小女孩儿,489401677,,你这一个视频，为什么收我两个币[doge]
承影TS,11341095,春风杨柳万千条，六亿神州尽舜尧,我看了一遍视频，却要让我投2个币，这不是欺负老实人吗？！[doge]
早点醒来吧,335394434,今日欢呼孙大圣，只缘妖雾又重来。,争取一年五千万播放
嘟波波,55960203,,每次点进来赞我是都没了，明明三连了
扶离の居,45475133,"银烛秋光冷画屏，轻罗小扇扑流萤。
醉卧不知天在水，满船清梦压星河。",当初刚二刷完电影，就看到这个鬼畜，感触是没那么深的，后来又上我首页又看了一遍，如今过来回味，才觉得up做的真心不错[藏狐]
我不辣,416540990,菜的一批,不好了，前面的up主把硬币收到西历2121年了，观众都成穷鬼了，没硬币可榨了
柯麦隆,517851707,,入站看的第一个视频，当时了解让子弹飞不多只觉得视频节奏好好，内容好好玩。后面看了站里各种鬼畜，也了解到了让子弹飞里面几十个的名梗名场面，前几天也终于刷了让子弹飞。之后也看过好几遍这个视频，真的好经典。
武羞霸王-文怒苏轼,356481659,红红火火恍恍惚惚～～,让高考飞一会儿[脱单doge]
长空万历,523006263,"世无它途，唯有征服！
新人up，给你讲述真实历史",我明明投了两个币，他们非说我只投了一个[奸笑]
伊卡洛斯戴斯kei,130321367,,这个真的看几遍都不腻啊。
四代吃瓜鹿人,475877801,,确实优秀
御坂18625,86884513,"maybe I fall or maybe I drown again,and I love again",第一次听完全没感觉，隔了好多天又刷到才听完，真带感
uuz和幽幽子是两个物种,304652778,没错，老娘就是可攻可受，永远吃不胖的17岁小姑娘：西行寺幽幽子大人~‵O‵~,今天的《让子弹飞》申遗了吗[doge]
尘客客尘,1604100993,,这个看了半年了，还没有找到另外一个给我一种爽的感觉的鬼畜作品，有没有人推荐我个，那些大播放量的就不用了。
四月的万事屋,64362861,一切随缘,这个做的真的可以，我一个不太喜欢鬼畜的人都刷了几遍了。[喜极而泣]
凡319,627281636,,"第1遍：就这？
第2遍：我好像上瘾了。
第3遍：翻译翻译什么叫tmd惊喜？

每天一遍，抑郁再见。[热词系列_镇站之宝][热词系列_有生之年][tv_doge]"
火拳杨坤,43420980,,鬼畜比原版电影播放量高就离谱
月夜の鼓動,85963437,鱼跃此时海，花开彼岸天。,老师生日快乐
跌倒的in君,537317,,原创的音[星星眼]
哭到底有什么用,19881913,狼藏起反犬旁,人们欢呼孙大圣，只缘妖雾又重来
三著三叶灬灬,2709548,君子敬而无失，与人恭而有礼，四海之内皆兄弟也！君子何患乎无兄弟也。精神胜利者就别私信了,越来越觉着，姜文被封杀还能出来，还能搞这么一出，简直在我心目中堪比鲁迅
痛失我的原ID,51720304,升级好难orz,好家伙，比原片播放量还高[doge]
不知所措的丸子,249387872,你要是穷啊，你的所有表情都是无能狂怒,Up你音频被盗了，不晓得有没有授权。剪个视频加上盗的音频就是自己的了有点扯
Newme111,396630248,,最神奇的叙事就是又真又假，每个细节都充斥着现实中绝不会出现的夸张，但是转头想想现实就是像电影一样魔幻。
橙擀汁,473069753,,预言会成为入站必刷[妙啊]
蚤子哥的朋友,352524147,B站百大UP主徐腾龙是我的好朋友,比让子弹飞播放量还高[歪嘴]
幺鸡グ,163022657,啊~啊啊啊啊~,这首歌还衔接着电影剧情就很厉害了，可见up功底[热词系列_吹爆]
闪光的波克比,35666418,天真永不消逝，浪漫至死不渝,没见过这样的，币比粉丝都多
狗都不读俺名,291795109,,在b站只我做三件事，白嫖，白嫖，还是tmd白嫖
鲜嫩河豚献给芳文,350576582,"yuri控...手残党
提纯进行",鬼畜就该这样，不是随流量热度做混剪而是看了什么之后有感而发做出来的作品最好了
Serena3207,54183516,？,？！半个月一千多万了我的天
屈围身,383613971,这个憨批没有什么自我介绍，什么都没有留下来，上学了，而且过于讨厌pxj，黑化成hxd了,这可太常见了，几千万的视频要是没有几个酸的键盘侠，我都怀疑是不是买的播放量
宝贝咱不生气了昂,434959494,,"为了这个鬼畜我还专门去看了遍电影[笑哭]
尽管没看很懂"
-悠由-,448240835,"大好きです，darling
","第一遍：唉，随波大流，康康
第二遍：有点好听是怎么回事？
第三遍：淦！TM的杀我的马！！！"
孤海听潮,11561355,没钱没车没房，但是人很骚,这可能是我第十几次点进来了。。。有毒停不下来
Alcutis,253052244,,从1.3w看到1300w，我认为一半的播放量都是我看出来的[OK]
warderma,40824654,。。,好久没有见到这么精品的鬼畜了，b站后继有人[热词系列_三连][热词系列_可以]
九阳炸只鸡,414669574,,我的马没了[OK]
鐔雨Tsubame,381760964,cl，yyds，没有之一,"第一遍，就这？？？还能上热门？？？
第二遍，好无聊啊
第三遍，剪的好乱啊
第四遍，？有点上头
第五遍，脑子里全是惊喜
第六遍，出不去了[妙啊]"
穆晴沐晴,375236027,学生会太多事情了！！！可能只有假期播,作品火了总有人靠踩来博取眼球[偷笑]别喷我 实话
辰馄饨,321403290,,可算有一个正常鬼畜了，整天都推些什么玩意，b站原本的东西太少了。
下辈子记得穿上我,68008381,,看看电影吧，看完了，看明白了，会明白很多东西的
食盐味的气泡海,506711080,"
学生党，如果你问年龄那我大概率比你小。。。。hhh
大概是到了淡圈的时候了。",文艺复兴了，好久没有看见这样的视频上热搜了，嗨[委屈]
做饭不放壳壳,121851041,一蓑风雨任平生,这么多人，还当着人家up的面，还不投币。我都三连了…太不要脸了，太不要脸了，呸！或者你投点币，投点，哪怕收藏呢，投不了多少币，哪怕点赞呢，简直就是土匪， 土匪都不如。还想让人家up主念你们点好，就是一句话，恶心…[doge]
爱吃糖的小猴砸,244405009,芜湖,大风起兮云风扬～安得猛士兮走四方～
GLeevous,496102932,恁瞅啥,"你觉得这个视频有什么问题？
 ○违法违禁
 ○低俗
 ○赌博诈骗
 ○血腥暴力
 ○人身攻击
 ○青少年不良信息
 ●超越人类理解范畴
 ○有其他问题"
u里圾,424157369,乒乒乓乓,你能想到2022的现在凌晨4点还有五十多个人在看这个视频吗？
有思想的______,94716846,让我们忠于理想，让我们面对现实,所以终究是斗而不是跪出来的
wills,657811,,每天来都有200来人在看
栖木丶丶,510008128,,这不申遗？
局局局局丶,484696317,云淡风轻 是归途中最美的心情,没有你，对我很重要。
拜拜早睡,421451592,,时隔两年，《200人正在看》
阿尼亚的风,498682818,为往圣继绝学，为万世开太平。,《永远有100人以上系列》
狐狸的颜值粉,66729332,,我只看了一个视频，当然只投一个币
家貓舍,37145342,,子弹还在一直飞哦，2022高考生签到喔
辉煌鲲鹏,374779924,鲲之大，一锅炖不下,从5百多万看到现在的7千多万[笑哭]
横看竖看都是二,238046178,自从一股寒风袭来，我已能抵御八面来风,2022年5月14日晚十一点五十四分，198人正在看。好活是杀不死的
是AT曼,28402399,,2023之前给我破亿
一个普通的游戏宅,523603676,本人为预备学生，不定时更新，喜欢的多多一键三连支持一下啦，谢谢大家,我有一个问题，这个视频这么多字，比我语文书上几十字的课文还好背[热词系列_知识增加]
超级兔斯基OVO,394958139,宇宙第一手残想要挑战fc,提问，本视频到底有多少个TMD
你要自己幸福,98574284,凉,这个视频破亿了，踢我一下。
俺想你了宝,494794799,宝，你真好，你跟他亲嘴的时候用的都是我给你买的口红，肯定是想让我也有参与感，你真贴心，我更爱你了，我的宝。,TMD，这都2022年了，现在还有253个人正在观看
病名未爱,1373551694,一生只爱申鹤!!!,必须破亿[阴险][阴险]
枫树落枫叶子,599356266,,爱奇艺里有抄袭的
薛定谔的Trump,38198770,Nice,又看了一遍
洬秋,22439659,,只要人的本性存在 '黄四郎'永远都杀不完
02伊丽莎白,115346172,,全世界无产者联合起来，人民万岁
最后之作ぃ,603907857,我没见过比最后之作更可爱的角色,争取拿到b站最高播放量的鬼畜作品！[打call][打call][打call]
#NAME?,524146224,当你在凝视深渊的时候，深渊也在凝视你,这个视频当之无愧的鬼畜前十大作品之一，尤其是中间那一段调音，我拍手叫绝[热词系列_再来亿遍]
在下赵小鸟,511158026,你知不知道， 思念一个人的滋味，就象欣赏一种残酷的美，然后用很小很小的声音，告诉自己坚强面对……,5000万的播放量，up却只有100万粉[笑哭]
盖亚又下饭啦,403057255,あなたは死んでいます,到现在还是400+人在看[OK]
硫化氢时不时放个臭屁,381823610,,预约22年1亿播放[热词系列_仙人指路]
Daremboat,29882112,这个人很懒，什么都没留下。,"他:谈过恋爱吗?

我:没有

他：来来来，我告诉告诉你,想谈恋爱,得巧立名目,拉拢她的闺蜜,给她买礼物,她闺蜜喜欢你了，说你好话，才能让她对你有好感，把她当爷爷供着，要是她同意了，你们俩结婚后，她的钱你分文不取，你赚的钱和她三七分成

我：怎么才七成啊?

他：七成是人家的,能得三成还得看心情和脸色

我：谁的脸色?

他：她

我：她?我拼了命的追到她,就是为了看她的脸色?

他：对

我：我好不容易混出点名堂，赚了钱

他：对

我：我还得拉拢她闺蜜

他：对

我：还要巧立名目

他：对

我：还要看她的脸色？

他：对

我：那我不成了跪着要饭的吗！

他：那你要这样说,这年头恋爱结婚还真就是跪着要饭的。就这,多少人想跪还没这门子呢!

我：我问问你,我为什么要单身那么多年

他：不知道

我：我就是腿脚不利索,跪不下去

他：那原来你是想站着结婚，那还是继续单着吧

我：哎?这我就不明白了,我已经有车有房了,怎么还不如一些歪瓜裂枣呢

他：普通人眼里，你是有头有脸，可是在她们眼里,你就是跪着要饭的,恋爱嘛,追人，不寒碜

我：寒碜！很他妈寒碜！

他：那你是想站着，还是想结婚啊？

我：我是想站着,还把婚谈了

他：谈不成

我：谈不成?

我：（宝马钥匙）这个，能不能谈成？

他：能谈，妓女

我：（表白书）这个，能不能谈成？

他：能谈，跪着

我：这个加上这个，能不能站着把婚谈了！

他：敢问大哥何方神圣？

我：鄙人，老嫖子！"
Github_,179455821,拼一个春秋冬夏，赢一个无悔人生！,原片都没有这个的币高
月光下的一个影子,442799913,每天都想睡懒觉,为什么这个视频，我自己点的赞会消失，真的好奇怪，我难道出现幻觉了吗？大家有没有这样的情况。我之前确实点了赞的，但后来又没有了，不可思议[惊讶]
硬币狂人-柴科夫,37180502,感谢大家的支持，以及一路的陪伴。,"这个能挣钱吗？
能挣山里
这个呢?
能挣跪着
那这个加上这个能不能站着把钱挣了？
不行，山里跪着[doge][doge]"
黑暗骑士SWEET,174385946,不要这高，不要这多雪（商务合作请加微信号hzy5DSB或发送至邮箱mcn@youximedia.net）,新的根据地？！
黑暗骑士SWEET,174385946,不要这高，不要这多雪（商务合作请加微信号hzy5DSB或发送至邮箱mcn@youximedia.net）,新的根据地？！
落花烟雨红尘梦,96772975,星河踏碎，镇宇为主,这个加上这个，能不能站着把这个视频嫖了？
人非呀,146357042,所念之人，远在他乡。,"第一遍。。啥啊，，就这样[疑惑]
第二遍。。好像。。还行？[微笑]
第三遍。。不错不错，可以的[OK]
第四遍。。卧槽上头了，快救我[笑哭][笑哭][笑哭]"
摆烂的kiro,498207182,,"我:谈过恋爱吗?

他:没有

我:我告诉你,想谈恋爱,得巧立名目,拉拢她的闺蜜,给她买礼物,把她当爷儿供着，要是她同意了，你们俩结婚后，她的钱你分文不取，要把你赚的钱三七分成

他:怎么才七成啊?

我:七成是人家的,能得三成还得看人家的脸色

他:谁的脸色?

我:她

他:她?我那么辛苦泡到了她,就是为了看她的脸色?

我:对

他:我好不容易赚了点钱，活出了个样子

我;对

他:我还要拉拢她的闺蜜？

我:对

他:还要巧立名目

我:对了

他:还要看她的脸色

我:对

他:我不成了跪着要饭的吗?

我:那你要这样说,花钱谈恋爱还真就是跪着要饭的。就这,多少人想跪还没这门子呢!

他:我问问你,我为什么要单身那么多年

我:不知道

他:我就是腿脚不利索,跪不下去

我:原来你是想站着活着,那还是继续单身吧

他:哎?这我就不明白了,我已经混的有头有脸想谈恋爱了,怎么还不如一个单身汪呢

我:普通人眼里,你是有头有脸,可是在你追求的人眼里,你就是跪着要饭的,恋爱嘛,追别人,不寒碜

他:寒碜，很他妈寒碜

我:不寒碜,那你是想站着当单身狗,还是想谈恋爱?

他:我是想站着,还把恋爱谈了

我:谈不成

他:谈不成?

我:谈不成
他（拿出一沓钱）：这个，能不能谈？
我：能，跪着谈
他（拿出吴彦祖的照片）：那这个，能不能谈？
我：站着做单身狗
他：那这个加上这个，能不能站着把恋爱给谈咯
我：敢问九筒大哥何方神圣
他：鄙人，伊藤诚"
best-328,259449830,,让子弹飞是我国电影的经典之作，而如果10年之后还没有与之媲美的电影，那也是中国电影的悲哀吧
嗡嗡嗡咯,257602745,,你们谁敢在公司的公用蓝牙音箱放这个？我已经做了[抠鼻]
xiaoshen0944,11383118,,我想投20个的，上限就2个，这rap，不比什么蔡徐坤强10000倍
六块大洋的名字,170735464,,我应该是最晚发现的[doge]
苻予有颗快乐的小地瓜,1426761497,尽人事，听天命,真的好强，节奏特别好，愉快
西西觉得你是个球,39984100,你看月亮好圆,半夜一点还有80人看，真有你们的
多次拒绝叶舒华,702158873,我要春风带雨的哗啦啦,每日一遍看了两年了[doge][doge]
uid_385922191,385922191,,两年了，我还在看
布灵布灵的大比兜,1191940629,Don't have a good day，have a great day. 不要错过今天，去过好每一天。,已经不知道几刷了[笑哭]
夏启1412,23237219,喵喵喵？,卧槽怎么这个时候还有300多人在看
吐鲁番甜葡萄,381897742,,[大哭][大哭][大哭][大哭][大哭]考研受不了啦
丶南离丶丶,324548061,,完了 B站的币都被up收到90年以后了
silence尹,557738443,,现在还有200+的人在看[笑哭][笑哭]
北冥有木丶此木有灵,22442994,这个人懒死了什么都不想写。,现在都还有200人看？？？？就不能让我独享下啊魂淡[doge]
克劳德特,257855903,,Woc几个月没见都6000+万播放了
诶-我名字嘞,185689825,人菜  话鬼多,今天考期中试我一直在想这首歌，来此再看一遍
名逗号刀,522770626,Lv6,彦祖，又来看啦[脱单doge]
某屑想進局子喝茶,524929557,記住！這個爛人坑很多就對了！！！,2021年了，子弹还在飞[doge]
bili_399095503,399095503,？？？,"b站让子弹飞电影播放5000w这个视频6000w
[doge][doge][doge]"
kashyapa,44645054,,让子弹飞，放在现在上映。票房不比战狼差，也不比长津湖差
生平幻梦,33982824,我希望被打扰，能一起聊天是好事啊,"看过了电影，现在再来回味一下黄四郎那句“汤师爷就是装糊涂的天才”，应该是有这么一层意思:汤师爷在装糊涂这方面是个天才。
而还有另一层意思：汤师爷是天才，但是一直在装糊涂。
而很明显影片要表达的是前一种意思了"
白甫草,486165331,自闭了,同一时间，500人在看离谱吗？兄弟们
I选昵称好难啊I,289646631,人不犯我我不犯人,我靠，这都一年多了，有这么久了吗……过得真快[吓]
星灵神族max1,33225991,为艾尔而战,好害羞，但的确是戒冲神器[捂眼]
杨eeb,239850865,我像风 任去留,过了一年竟然还有200+的人在看
木人石芯,109084261,彳亍口阝可，欢迎加入我的芯君阁:920638906,"姐妹们 一起查寝
学姐来了 寝室太平了
学姐来了 青天就有了
我来查寝就三件事 叫学姐 叫学姐 还是tmd叫学姐"
派大星的小蜗A,513054988,钦北60线 贫民卡级玩家,这时候看到我评论的人，一定都在看评论吧[doge][doge][doge]
黑色伏尔加,498417013,最崇高的理想，为人类的解放事业而奋斗,看完这个鬼畜一年了，到现在依旧倒背如流[藏狐]
西边awa,2013105189,随缘鸽子，不定时更新，扣扣：712335501，站内合作注明来意,真的绝了，影视剪辑水平真的绝了，中间分屏的应用不常见到，能让观众情绪平复一下，同时用的笑为主题的内容也能让观众放松，也为后续的情绪铺垫蓄势
沧海难为水-化尘,416331201,兴趣使然的学生up，随缘更新崩三，少前，方舟桃文。水平有限，凑合的关注一下吧,中国当代文化遗产[doge]
瓦伊凡穿刺手,449694064,你说，一个人的故乡该到哪里为止？是离牵引车最远的房子，还是大地与蓝天的交界，又或者是地图上不断重画的红蓝杠？,原来现在也有400＋人看[doge]
错误代码能显示,314073747,"只是一个小学森鹅已
.
QQ群--->1137477529(只要发个消息就会诈尸的群)",签，又在看按时间啊[doge]
错误代码能显示,314073747,"只是一个小学森鹅已
.
QQ群--->1137477529(只要发个消息就会诈尸的群)",签，又在看按时间啊[doge]
恋乃病,424627369,,敢捡我的币?
黑色氧化铜,357054639,,敢捡我的币？!
不瞌睡就会打睡觉,399391291,,竟然还有600多个人在看[脱单doge]
卮言禾,285372154,,晚了！B站把用户的会员费收到了两百多年后，也就是西历2270年。用户成穷鬼了 没油水可榨了！
苟系心法,1534706721,6827 9545 9973,大半夜的，还有100+和我一起溜啊
阿斯兰方将,16597414,对你来说，我不过是个路人而已。,"当初第一遍听的时候甚至连一半都没听完就退出了
直到后来又出现在首页
第二遍听完，“再听一遍”
第三遍，“呵哈哈哈哈哈哈哈哈哈哈哈哈”
……"
行业人生,96576440,,刚开始1.7万的时候，推荐给我朋友，我说这个最少能到三千万，没想到已经五千多万了……
绝地小马,1614785889,哔哩哔哩大一新生！,哔哩哔哩大学到底是个什么地方，为什么这个多优秀的人，唉后悔填错了志愿[委屈]
观南Sama,242609920,,嗯，看我也不知道多少遍的时候发现一个恐怖的事情，up的头像——呆唯在跟着节奏摇滚点头。
有瘾-君子,394098669,这个人不懒，只是有点困了。,花里胡哨的弹幕怎么搞的，想学[脱单doge]
zshwzn,334667460,渴望你的拥抱,道路是曲折的，前途是光明的。吾辈当自强。
请演好自己的剧本,178715948,熟练的技能和新奇的想法。,真快，一年了
烈酒_756,172847699," 小白java程序猿
",好家伙都快赶上了电影的播放量了
烤咩咩串,524288752,一只哥谭市民,觉得融合很完美，没有突兀的感觉
带砖侍卫9527,647256134,很喜欢鬼畜的大学生。,几乎整整一年过去仍然有200人在看[笑哭]
蒂蒂我厨定了,441950550,【加载失败，请检查网络】,很有可能是下一个[热词系列_仙人指路]
性感あ蕉,1390828477,二次元……,啧，这属于镇站之宝了吧
诺科尔光棱,662038116,我就是个DD,照这个样看来又会是下一个一个破一亿播放量的视频[OK]
Befriwithtime,22841577,,播放量比哔站的电影还高？[doge]
此昵称无非法字符,12197250, ,好家伙，比原版电影的播放还高
洛崽ア,2095369235,为了防止系统说我神秘，就写一点儿吧,"“up主，我问你个问题”
“说”
“你说是硬币对我重要，还是你对我重要？”
“我”
“再想想”
“不会是硬币吧？”
“再想想”
“还是我重要”
“你和硬币都对我不重要”
“那谁重要？”
“不给up硬币对我很重要”[doge][doge]"
梦想中l,28870873,,太离谱了，播放量快0.5个亿了
柑橘黄瓜,415138221,抽奖号不一定是杠精，但是杠精大多都是抽奖号,今天再看居然多了好多垃圾的“高级弹幕”
某科学的须乡伸之,312230121,绘梨衣是个小怪兽呢ヽ(ー_ー )ノ,up，听你叔一句劝，网络上的硬币都是虚拟的，你把握不住，叔这次就不投币了。
屾秝厵,678123334,你在看我对吧？昂？,"翻译翻译，什么叫TMD惊喜？
翻译出来给我听，什么叫惊喜？
翻译TMD什么叫TMD惊喜惊喜就是鬼畜比原片播放量还多

考古学家[doge]"
拉比谢尔的尾气,108099203,我的青春恋爱物语到处都是问题,时隔多日再看……还没申遗呢？[doge]
一坨毛肚,9330816,海棠花未眠.,B站已经把这电影的评论区锁成热门排序了[doge]
银河镖师,40033562,,这电影放现在不得顶级票房啊
考研必上岸の佐,432201867,义眼顶真,弹幕删了这么多[疑惑]
